0.000000000000000000e+00 1.540508880457142595e+03
5.959999999999999964e+00 1.540600003181197962e+03
1.192999999999999972e+01 1.540709065541395375e+03
1.789000000000000057e+01 1.540813148248185371e+03
2.385999999999999943e+01 1.541227515520120505e+03
2.982000000000000028e+01 1.541361983157503573e+03
3.578000000000000114e+01 1.541420873394391492e+03
4.175000000000000000e+01 1.541446492711386099e+03
4.771000000000000085e+01 1.541270297799578884e+03
5.367000000000000171e+01 1.541112923285895704e+03
5.964000000000000057e+01 1.540987204558522762e+03
6.559999999999999432e+01 1.540845574959842679e+03
7.156000000000000227e+01 1.541170084716986594e+03
7.753000000000000114e+01 1.540797933517586671e+03
8.348999999999999488e+01 1.540450562447387711e+03
8.945000000000000284e+01 1.539613851727888687e+03
9.540999999999999659e+01 1.539078582409495766e+03
1.212399999999999949e+02 1.537849310552536508e+03
1.470699999999999932e+02 1.534579435111613293e+03
1.729000000000000057e+02 1.526543697258291331e+03
1.987199999999999989e+02 1.523581940171104179e+03
2.245399999999999920e+02 1.521468422111683140e+03
2.503600000000000136e+02 1.519151275803357976e+03
2.761700000000000159e+02 1.516934134247397196e+03
3.019900000000000091e+02 1.513185888950001754e+03
3.277900000000000205e+02 1.509158047370233817e+03
3.536000000000000227e+02 1.505637826255733444e+03
3.793999999999999773e+02 1.501368293000818767e+03
4.051899999999999977e+02 1.501521436975589268e+03
4.309900000000000091e+02 1.501030387078582862e+03
4.567799999999999727e+02 1.501677577305380737e+03
4.825699999999999932e+02 1.499729647413585326e+03
5.331399999999999864e+02 1.496102849501862920e+03
5.837000000000000455e+02 1.495840082922452893e+03
6.342500000000000000e+02 1.493575072089037803e+03
6.847899999999999636e+02 1.489237084193896180e+03
7.353200000000000500e+02 1.489935989685066943e+03
7.858300000000000409e+02 1.487307844096898862e+03
8.363300000000000409e+02 1.488056594723757598e+03
8.868200000000000500e+02 1.489282176629280684e+03
9.372899999999999636e+02 1.489907995700217953e+03
9.877599999999999909e+02 1.490251156338047849e+03
1.038210000000000036e+03 1.490626612048155266e+03
1.088650000000000091e+03 1.491309897917969920e+03
1.139079999999999927e+03 1.492019093886808832e+03
1.189490000000000009e+03 1.492030192728036582e+03
1.239890000000000100e+03 1.492426282111888895e+03
1.290279999999999973e+03 1.492628205088501090e+03
1.340660000000000082e+03 1.492688113191151388e+03
1.391029999999999973e+03 1.492967260159208763e+03
1.441390000000000100e+03 1.493117819746241139e+03
1.491730000000000018e+03 1.493290139064986761e+03
1.542059999999999945e+03 1.493678026735711455e+03
1.592380000000000109e+03 1.493938430938921101e+03
1.642680000000000064e+03 1.494256150753527891e+03
1.692980000000000018e+03 1.494695065462423145e+03
1.743259999999999991e+03 1.495125656703771256e+03
1.793529999999999973e+03 1.495588941790541412e+03
1.843789999999999964e+03 1.496184232606742171e+03
1.894039999999999964e+03 1.496786617780837787e+03
1.944279999999999973e+03 1.497392269851213541e+03
1.994500000000000000e+03 1.498036977881684379e+03
2.094909999999999854e+03 1.499181494734409625e+03
2.195280000000000200e+03 1.500447483933785634e+03
2.295590000000000146e+03 1.501616883637133469e+03
2.395860000000000127e+03 1.502816236274926041e+03
2.496090000000000146e+03 1.503871475551265348e+03
2.596260000000000218e+03 1.505168291431137504e+03
2.696389999999999873e+03 1.506527256883357950e+03
2.796480000000000018e+03 1.507921903393550110e+03
2.896519999999999982e+03 1.509260920933166972e+03
2.997489999999999782e+03 1.510671459298731861e+03
3.098409999999999854e+03 1.512133594134299983e+03
3.199289999999999964e+03 1.513712193098089529e+03
3.300130000000000109e+03 1.515364238045121738e+03
3.400909999999999854e+03 1.516849236213474796e+03
3.501650000000000091e+03 1.518448958708981309e+03
3.602340000000000146e+03 1.520076611859067270e+03
3.702989999999999782e+03 1.521724707375103435e+03
3.803590000000000146e+03 1.523384174245183431e+03
3.904150000000000091e+03 1.525095005407700228e+03
4.004659999999999854e+03 1.526804271323559760e+03
4.105119999999999891e+03 1.528505408180605173e+03
4.205539999999999964e+03 1.530223427539548766e+03
4.305920000000000073e+03 1.531952277712768591e+03
4.406239999999999782e+03 1.533651003249800851e+03
4.506529999999999745e+03 1.535301704081162370e+03
4.606770000000000437e+03 1.536998845566859245e+03
4.706960000000000036e+03 1.538626081126003328e+03
4.807109999999999673e+03 1.540135179517975985e+03
4.907220000000000255e+03 1.541594638358223619e+03
5.007279999999999745e+03 1.543173349200424354e+03
5.107300000000000182e+03 1.544835933573279362e+03
5.208239999999999782e+03 1.546579040481512038e+03
5.309140000000000327e+03 1.548376519156130826e+03
5.409989999999999782e+03 1.550159296750259500e+03
5.510800000000000182e+03 1.551983584177572084e+03
5.611569999999999709e+03 1.553799565865633213e+03
